"subj" "expt" "item" "condition" "pos" "word" "correct" "rt" "spillover" "so" "rcpos"
"5495" 53 "e1" 17 "a" "5" "被" "-" 241 241 -1 "-1"
"5496" 53 "e1" 17 "a" "6" "警察" "-" 206 241 -1 "-1"
"5497" 53 "e1" 17 "a" "7" "抓" "-" 221 206 -1 "-1"
"5498" 53 "e1" 17 "a" "8" "整天" "-" 196 221 -1 "-1"
"5499" 53 "e1" 17 "a" "9" "提心" "-" 206 196 -1 "-1"
"5500" 53 "e1" 17 "a" "10" "吊膽" "-" 261 206 -1 "-1"
"5501" 53 "e1" 17 "a" "?" "N" "1" 4313 261 -1 "-1"
"5502" 53 "e1" 19 "c" "0" "居民" "-" 292 4313 1 "1"
"5503" 53 "e1" 19 "c" "1" "協助" "-" 226 292 1 "2"
"5504" 53 "e1" 19 "c" "2" "的" "-" 211 226 1 "3"
"5505" 53 "e1" 19 "c" "3" "軍官" "-" 186 211 1 "4"
"5506" 53 "e1" 19 "c" "4" "收傷" "-" 206 186 1 "5"
"5507" 53 "e1" 19 "c" "5" "了" "-" 176 206 1 "-1"
"5508" 53 "e1" 19 "c" "6" "被" "-" 211 176 1 "-1"
"5509" 53 "e1" 19 "c" "7" "送往" "-" 201 211 1 "-1"
"5510" 53 "e1" 19 "c" "8" "醫院" "-" 216 201 1 "-1"
"5511" 53 "e1" 19 "c" "?" "Y" "0" 1789 216 1 "-1"
"5512" 53 "e1" 13 "a" "0" "很" "-" 357 1789 -1 "-1"
"5513" 53 "e1" 13 "a" "1" "受不了" "-" 322 357 -1 "1"
"5514" 53 "e1" 13 "a" "2" "鋼琴師" "-" 337 322 -1 "2"
"5515" 53 "e1" 13 "a" "3" "的" "-" 322 337 -1 "3"
"5516" 53 "e1" 13 "a" "4" "小提琴家" "-" 544 322 -1 "4"
"5517" 53 "e1" 13 "a" "5" "脾氣" "-" 281 544 -1 "5"
"5518" 53 "e1" 13 "a" "6" "不好" "-" 292 281 -1 "-1"
"5519" 53 "e1" 13 "a" "7" "對人" "-" 307 292 -1 "-1"
"5520" 53 "e1" 13 "a" "8" "大吼" "-" 382 307 -1 "-1"
"5521" 53 "e1" 13 "a" "9" "大叫" "-" 1867 382 -1 "-1"
"5522" 53 "e1" 13 "a" "?" "Y" "1" 5227 1867 -1 "-1"
"5535" 54 "e1" 10 "c" "0" "郵差" "-" 297 5227 1 "1"
"5536" 54 "e1" 10 "c" "1" "撞到" "-" 377 297 1 "2"
"5537" 54 "e1" 10 "c" "2" "的" "-" 352 377 1 "3"
"5538" 54 "e1" 10 "c" "3" "送花童" "-" 428 352 1 "4"
"5539" 54 "e1" 10 "c" "4" "背著" "-" 680 428 1 "5"
"5540" 54 "e1" 10 "c" "5" "很多" "-" 347 680 1 "-1"
"5541" 54 "e1" 10 "c" "6" "東西" "-" 342 347 1 "-1"
"5542" 54 "e1" 10 "c" "7" "走路" "-" 347 342 1 "-1"
"5543" 54 "e1" 10 "c" "8" "東倒西歪" "-" 827 347 1 "-1"
"5544" 54 "e1" 10 "c" "?" "N" "1" 2521 827 1 "-1"
"5545" 54 "e1" 2 "c" "0" "老闆" "-" 382 2521 1 "1"
"5546" 54 "e1" 2 "c" "1" "信任" "-" 393 382 1 "2"
"5547" 54 "e1" 2 "c" "2" "的" "-" 488 393 1 "3"
"5548" 54 "e1" 2 "c" "3" "工程師" "-" 696 488 1 "4"
"5549" 54 "e1" 2 "c" "4" "工作" "-" 392 696 1 "5"
"5550" 54 "e1" 2 "c" "5" "很" "-" 857 392 1 "-1"
"5551" 54 "e1" 2 "c" "6" "認真" "-" 625 857 1 "-1"
"5552" 54 "e1" 2 "c" "7" "效率" "-" 1352 625 1 "-1"
"5553" 54 "e1" 2 "c" "8" "又高" "-" 408 1352 1 "-1"
"5554" 54 "e1" 2 "c" "?" "Y" "1" 1552 408 1 "-1"
"5555" 54 "e1" 16 "a" "0" "嘲笑" "-" 569 1552 -1 "1"
"5556" 54 "e1" 16 "a" "1" "寡婦" "-" 398 569 -1 "2"
"5557" 54 "e1" 16 "a" "2" "的" "-" 372 398 -1 "3"
"5558" 54 "e1" 16 "a" "3" "老處女" "-" 524 372 -1 "4"
"5559" 54 "e1" 16 "a" "4" "很" "-" 388 524 -1 "5"
"5560" 54 "e1" 16 "a" "5" "想" "-" 377 388 -1 "-1"
"5561" 54 "e1" 16 "a" "6" "交" "-" 368 377 -1 "-1"
"5562" 54 "e1" 16 "a" "7" "男朋友" "-" 397 368 -1 "-1"
"5563" 54 "e1" 16 "a" "8" "整天" "-" 382 397 -1 "-1"
"5564" 54 "e1" 16 "a" "9" "要人" "-" 388 382 -1 "-1"
"5565" 54 "e1" 16 "a" "10" "幫" "-" 352 388 -1 "-1"
"5566" 54 "e1" 16 "a" "11" "她" "-" 352 352 -1 "-1"
"5567" 54 "e1" 16 "a" "12" "做媒" "-" 620 352 -1 "-1"
"5568" 54 "e1" 16 "a" "?" "N" "1" 5565 620 -1 "-1"
"5582" 54 "e1" 8 "a" "0" "羨慕" "-" 368 5565 -1 "1"
"5583" 54 "e1" 8 "a" "1" "歌手" "-" 332 368 -1 "2"
"5584" 54 "e1" 8 "a" "2" "的" "-" 332 332 -1 "3"
"5585" 54 "e1" 8 "a" "3" "演員" "-" 383 332 -1 "4"
"5586" 54 "e1" 8 "a" "4" "想" "-" 382 383 -1 "5"
"5587" 54 "e1" 8 "a" "5" "往" "-" 388 382 -1 "-1"
"5588" 54 "e1" 8 "a" "6" "其他" "-" 509 388 -1 "-1"
"5589" 54 "e1" 8 "a" "7" "方面" "-" 327 509 -1 "-1"
"5590" 54 "e1" 8 "a" "8" "發展" "-" 302 327 -1 "-1"
"5591" 54 "e1" 8 "a" "9" "可是" "-" 367 302 -1 "-1"
"5592" 54 "e1" 8 "a" "10" "沒有" "-" 403 367 -1 "-1"
"5593" 54 "e1" 8 "a" "11" "機會" "-" 312 403 -1 "-1"
"5594" 54 "e1" 8 "a" "?" "N" "1" 3768 312 -1 "-1"
"5595" 54 "e1" 20 "a" "0" "抱怨" "-" 362 3768 -1 "1"
"5596" 54 "e1" 20 "a" "1" "司機" "-" 393 362 -1 "2"
"5597" 54 "e1" 20 "a" "2" "的" "-" 332 393 -1 "3"
"5598" 54 "e1" 20 "a" "3" "乘客" "-" 428 332 -1 "4"
"5599" 54 "e1" 20 "a" "4" "總是" "-" 792 428 -1 "5"
"5600" 54 "e1" 20 "a" "5" "大聲" "-" 1634 792 -1 "-1"
"5601" 54 "e1" 20 "a" "6" "喧嘩" "-" 347 1634 -1 "-1"
"5602" 54 "e1" 20 "a" "7" "很" "-" 357 347 -1 "-1"
"5603" 54 "e1" 20 "a" "8" "令人" "-" 332 357 -1 "-1"
"5604" 54 "e1" 20 "a" "9" "受不了" "-" 357 332 -1 "-1"
"5605" 54 "e1" 20 "a" "?" "N" "1" 3884 357 -1 "-1"
"5606" 54 "e1" 14 "c" "0" "屠夫" "-" 337 3884 1 "1"
"5607" 54 "e1" 14 "c" "1" "瞧不起" "-" 362 337 1 "2"
"5608" 54 "e1" 14 "c" "2" "的" "-" 458 362 1 "3"
"5609" 54 "e1" 14 "c" "3" "清潔工" "-" 337 458 1 "4"
"5610" 54 "e1" 14 "c" "4" "衣服" "-" 1347 337 1 "5"
"5611" 54 "e1" 14 "c" "5" "總是" "-" 387 1347 1 "-1"
"5612" 54 "e1" 14 "c" "6" "很" "-" 468 387 1 "-1"
"5613" 54 "e1" 14 "c" "7" "髒" "-" 347 468 1 "-1"
"5614" 54 "e1" 14 "c" "8" "身上" "-" 322 347 1 "-1"
"5615" 54 "e1" 14 "c" "9" "也" "-" 342 322 1 "-1"
"5616" 54 "e1" 14 "c" "10" "有股" "-" 428 342 1 "-1"
"5617" 54 "e1" 14 "c" "11" "怪" "-" 342 428 1 "-1"
"5618" 54 "e1" 14 "c" "12" "味道" "-" 383 342 1 "-1"
"5619" 54 "e1" 14 "c" "?" "Y" "1" 1264 383 1 "-1"
"5620" 54 "e1" 4 "a" "0" "讚美" "-" 353 1264 -1 "1"
"5621" 54 "e1" 4 "a" "1" "聲樂家" "-" 398 353 -1 "2"
"5622" 54 "e1" 4 "a" "2" "的" "-" 524 398 -1 "3"
"5623" 54 "e1" 4 "a" "3" "指揮家" "-" 423 524 -1 "4"
"5624" 54 "e1" 4 "a" "4" "很" "-" 393 423 -1 "5"
"5625" 54 "e1" 4 "a" "5" "有天份" "-" 357 393 -1 "-1"
"5626" 54 "e1" 4 "a" "6" "但是" "-" 327 357 -1 "-1"
"5627" 54 "e1" 4 "a" "7" "也" "-" 383 327 -1 "-1"
"5628" 54 "e1" 4 "a" "8" "很" "-" 367 383 -1 "-1"
"5629" 54 "e1" 4 "a" "9" "驕傲" "-" 443 367 -1 "-1"
"5630" 54 "e1" 4 "a" "?" "Y" "1" 1673 443 -1 "-1"
"5631" 54 "e1" 18 "c" "0" "富豪" "-" 1423 1673 1 "1"
"5632" 54 "e1" 18 "c" "1" "邀請" "-" 544 1423 1 "2"
"5633" 54 "e1" 18 "c" "2" "的" "-" 478 544 1 "3"
"5634" 54 "e1" 18 "c" "3" "官員" "-" 377 478 1 "4"
"5635" 54 "e1" 18 "c" "4" "心懷" "-" 539 377 1 "5"
"5636" 54 "e1" 18 "c" "5" "不軌" "-" 357 539 1 "-1"
"5637" 54 "e1" 18 "c" "6" "但是" "-" 317 357 1 "-1"
"5638" 54 "e1" 18 "c" "7" "善於" "-" 327 317 1 "-1"
"5639" 54 "e1" 18 "c" "8" "隱藏" "-" 362 327 1 "-1"
"5640" 54 "e1" 18 "c" "?" "N" "1" 3410 362 1 "-1"
"5641" 54 "e1" 6 "c" "0" "市長" "-" 368 3410 1 "1"
"5642" 54 "e1" 6 "c" "1" "打擾" "-" 292 368 1 "2"
"5643" 54 "e1" 6 "c" "2" "的" "-" 342 292 1 "3"
"5644" 54 "e1" 6 "c" "3" "議員" "-" 388 342 1 "4"
"5645" 54 "e1" 6 "c" "4" "整天" "-" 347 388 1 "5"
"5646" 54 "e1" 6 "c" "5" "講電話" "-" 413 347 1 "-1"
"5647" 54 "e1" 6 "c" "6" "因為" "-" 352 413 1 "-1"
"5648" 54 "e1" 6 "c" "7" "事情" "-" 312 352 1 "-1"
"5649" 54 "e1" 6 "c" "8" "多" "-" 388 312 1 "-1"
"5650" 54 "e1" 6 "c" "?" "Y" "0" 1729 388 1 "-1"
"5651" 55 "e1" 5 "c" "0" "店員" "-" 509 1729 1 "1"
"5652" 55 "e1" 5 "c" "1" "不喜歡" "-" 660 509 1 "2"
"5653" 55 "e1" 5 "c" "2" "的" "-" 478 660 1 "3"
"5654" 55 "e1" 5 "c" "3" "經理" "-" 463 478 1 "4"
"5655" 55 "e1" 5 "c" "4" "站在" "-" 1357 463 1 "5"
"5656" 55 "e1" 5 "c" "5" "門口" "-" 1725 1357 1 "-1"
"5657" 55 "e1" 5 "c" "6" "招攬" "-" 539 1725 1 "-1"
"5658" 55 "e1" 5 "c" "7" "生意" "-" 4042 539 1 "-1"
"5659" 55 "e1" 5 "c" "?" "Y" "1" 1693 4042 1 "-1"
"5660" 55 "e1" 9 "c" "0" "大伯" "-" 600 1693 1 "1"
"5661" 55 "e1" 9 "c" "1" "拜訪" "-" 1458 600 1 "2"
"5662" 55 "e1" 9 "c" "2" "的" "-" 1049 1458 1 "3"
"5663" 55 "e1" 9 "c" "3" "鄰居" "-" 938 1049 1 "4"
"5664" 55 "e1" 9 "c" "4" "家境" "-" 726 938 1 "5"
"5665" 55 "e1" 9 "c" "5" "不好" "-" 489 726 1 "-1"
"5666" 55 "e1" 9 "c" "6" "常" "-" 428 489 1 "-1"
"5667" 55 "e1" 9 "c" "7" "需要" "-" 433 428 1 "-1"
"5668" 55 "e1" 9 "c" "8" "朋友" "-" 448 433 1 "-1"
"5669" 55 "e1" 9 "c" "9" "幫忙" "-" 1200 448 1 "-1"
"5670" 55 "e1" 9 "c" "?" "Y" "0" 2425 1200 1 "-1"
"5671" 55 "e1" 19 "a" "0" "協助" "-" 393 2425 -1 "1"
"5672" 55 "e1" 19 "a" "1" "居民" "-" 367 393 -1 "2"
"5673" 55 "e1" 19 "a" "2" "的" "-" 403 367 -1 "3"
"5674" 55 "e1" 19 "a" "3" "軍官" "-" 367 403 -1 "4"
"5675" 55 "e1" 19 "a" "4" "收傷" "-" 474 367 -1 "5"
"5676" 55 "e1" 19 "a" "5" "了" "-" 554 474 -1 "-1"
"5677" 55 "e1" 19 "a" "6" "被" "-" 4941 554 -1 "-1"
"5678" 55 "e1" 19 "a" "7" "送往" "-" 1836 4941 -1 "-1"
"5679" 55 "e1" 19 "a" "8" "醫院" "-" 584 1836 -1 "-1"
"5680" 55 "e1" 19 "a" "?" "Y" "0" 1739 584 -1 "-1"
"5693" 55 "e1" 17 "c" "0" "流氓" "-" 443 1739 1 "1"
"5694" 55 "e1" 17 "c" "1" "威脅" "-" 509 443 1 "2"
"5695" 55 "e1" 17 "c" "2" "的" "-" 342 509 1 "3"
"5696" 55 "e1" 17 "c" "3" "逃犯" "-" 468 342 1 "4"
"5697" 55 "e1" 17 "c" "4" "害怕" "-" 398 468 1 "5"
"5698" 55 "e1" 17 "c" "5" "被" "-" 4451 398 1 "-1"
"5699" 55 "e1" 17 "c" "6" "警察" "-" 5017 4451 1 "-1"
"5700" 55 "e1" 17 "c" "7" "抓" "-" 377 5017 1 "-1"
"5701" 55 "e1" 17 "c" "8" "整天" "-" 418 377 1 "-1"
"5702" 55 "e1" 17 "c" "9" "提心" "-" 2523 418 1 "-1"
"5703" 55 "e1" 17 "c" "10" "吊膽" "-" 9010 2523 1 "-1"
"5704" 55 "e1" 17 "c" "?" "Y" "0" 2556 9010 1 "-1"
"5705" 55 "e1" 13 "c" "0" "鋼琴師" "-" 499 2556 1 "-1"
"5706" 55 "e1" 13 "c" "1" "很" "-" 403 499 1 "1"
"5707" 55 "e1" 13 "c" "2" "受不了" "-" 549 403 1 "2"
"5708" 55 "e1" 13 "c" "3" "的" "-" 736 549 1 "3"
"5709" 55 "e1" 13 "c" "4" "小提琴家" "-" 2594 736 1 "4"
"5710" 55 "e1" 13 "c" "5" "脾氣" "-" 715 2594 1 "5"
"5711" 55 "e1" 13 "c" "6" "不好" "-" 4012 715 1 "-1"
"5712" 55 "e1" 13 "c" "7" "對人" "-" 397 4012 1 "-1"
"5713" 55 "e1" 13 "c" "8" "大吼" "-" 388 397 1 "-1"
"5714" 55 "e1" 13 "c" "9" "大叫" "-" 388 388 1 "-1"
"5715" 55 "e1" 13 "c" "?" "Y" "1" 1461 388 1 "-1"
"5716" 55 "e1" 7 "a" "0" "遇見" "-" 696 1461 -1 "1"
"5717" 55 "e1" 7 "a" "1" "老太太" "-" 1115 696 -1 "2"
"5718" 55 "e1" 7 "a" "2" "的" "-" 604 1115 -1 "3"
"5719" 55 "e1" 7 "a" "3" "女孩" "-" 635 604 -1 "4"
"5720" 55 "e1" 7 "a" "4" "頭髮" "-" 357 635 -1 "5"
"5721" 55 "e1" 7 "a" "5" "很長" "-" 3043 357 -1 "-1"
"5722" 55 "e1" 7 "a" "6" "而且" "-" 367 3043 -1 "-1"
"5723" 55 "e1" 7 "a" "7" "也" "-" 302 367 -1 "-1"
"5724" 55 "e1" 7 "a" "8" "長的" "-" 635 302 -1 "-1"
"5725" 55 "e1" 7 "a" "9" "很" "-" 307 635 -1 "-1"
"5726" 55 "e1" 7 "a" "10" "漂亮" "-" 378 307 -1 "-1"
"5727" 55 "e1" 7 "a" "?" "N" "1" 1012 378 -1 "-1"
"5728" 55 "e1" 15 "a" "0" "愛上" "-" 388 1012 -1 "1"
"5729" 55 "e1" 15 "a" "1" "明星" "-" 362 388 -1 "2"
"5730" 55 "e1" 15 "a" "2" "的" "-" 352 362 -1 "3"
"5731" 55 "e1" 15 "a" "3" "詩人" "-" 307 352 -1 "4"
"5732" 55 "e1" 15 "a" "4" "充滿" "-" 418 307 -1 "5"
"5733" 55 "e1" 15 "a" "5" "不切實際" "-" 902 418 -1 "-1"
"5734" 55 "e1" 15 "a" "6" "的" "-" 367 902 -1 "-1"
"5735" 55 "e1" 15 "a" "7" "幻想" "-" 408 367 -1 "-1"
"5736" 55 "e1" 15 "a" "8" "整天" "-" 368 408 -1 "-1"
"5737" 55 "e1" 15 "a" "9" "作" "-" 534 368 -1 "-1"
"5738" 55 "e1" 15 "a" "10" "白日夢" "-" 968 534 -1 "-1"
"5739" 55 "e1" 15 "a" "?" "Y" "1" 1819 968 -1 "-1"
"5740" 55 "e1" 1 "c" "0" "助教" "-" 332 1819 1 "1"
"5741" 55 "e1" 1 "c" "1" "質疑" "-" 448 332 1 "2"
"5742" 55 "e1" 1 "c" "2" "的" "-" 307 448 1 "3"
"5743" 55 "e1" 1 "c" "3" "學生" "-" 2937 307 1 "4"
"5744" 55 "e1" 1 "c" "4" "很" "-" 392 2937 1 "5"
"5745" 55 "e1" 1 "c" "5" "不" "-" 352 392 1 "-1"
"5746" 55 "e1" 1 "c" "6" "高興" "-" 347 352 1 "-1"
"5747" 55 "e1" 1 "c" "7" "所以" "-" 377 347 1 "-1"
"5748" 55 "e1" 1 "c" "8" "四處" "-" 1539 377 1 "-1"
"5749" 55 "e1" 1 "c" "9" "投訴" "-" 357 1539 1 "-1"
"5750" 55 "e1" 1 "c" "?" "Y" "1" 971 357 1 "-1"
"5751" 55 "e1" 3 "a" "0" "認識" "-" 413 971 -1 "1"
"5752" 55 "e1" 3 "a" "1" "教授" "-" 393 413 -1 "2"
"5753" 55 "e1" 3 "a" "2" "的" "-" 297 393 -1 "3"
"5754" 55 "e1" 3 "a" "3" "作家" "-" 297 297 -1 "4"
"5755" 55 "e1" 3 "a" "4" "很" "-" 282 297 -1 "5"
"5756" 55 "e1" 3 "a" "5" "有名" "-" 332 282 -1 "-1"
"5757" 55 "e1" 3 "a" "6" "著作" "-" 307 332 -1 "-1"
"5758" 55 "e1" 3 "a" "7" "也" "-" 504 307 -1 "-1"
"5759" 55 "e1" 3 "a" "8" "很多" "-" 1508 504 -1 "-1"
"5760" 55 "e1" 3 "a" "?" "Y" "1" 3213 1508 -1 "-1"
"5761" 56 "e1" 10 "a" "0" "撞到" "-" 266 3213 -1 "1"
"5762" 56 "e1" 10 "a" "1" "郵差" "-" 297 266 -1 "2"
"5763" 56 "e1" 10 "a" "2" "的" "-" 312 297 -1 "3"
"5764" 56 "e1" 10 "a" "3" "送花童" "-" 483 312 -1 "4"
"5765" 56 "e1" 10 "a" "4" "背著" "-" 423 483 -1 "5"
"5766" 56 "e1" 10 "a" "5" "很多" "-" 378 423 -1 "-1"
"5767" 56 "e1" 10 "a" "6" "東西" "-" 408 378 -1 "-1"
"5768" 56 "e1" 10 "a" "7" "走路" "-" 322 408 -1 "-1"
"5769" 56 "e1" 10 "a" "8" "東倒西歪" "-" 665 322 -1 "-1"
"5770" 56 "e1" 10 "a" "?" "N" "1" 1431 665 -1 "-1"
"5771" 56 "e1" 8 "c" "0" "歌手" "-" 322 1431 1 "1"
"5772" 56 "e1" 8 "c" "1" "羨慕" "-" 418 322 1 "2"
"5773" 56 "e1" 8 "c" "2" "的" "-" 347 418 1 "3"
"5774" 56 "e1" 8 "c" "3" "演員" "-" 473 347 1 "4"
"5775" 56 "e1" 8 "c" "4" "想" "-" 544 473 1 "5"
"5776" 56 "e1" 8 "c" "5" "往" "-" 529 544 1 "-1"
"5777" 56 "e1" 8 "c" "6" "其他" "-" 443 529 1 "-1"
"5778" 56 "e1" 8 "c" "7" "方面" "-" 423 443 1 "-1"
"5779" 56 "e1" 8 "c" "8" "發展" "-" 1826 423 1 "-1"
"5780" 56 "e1" 8 "c" "9" "可是" "-" 241 1826 1 "-1"
"5781" 56 "e1" 8 "c" "10" "沒有" "-" 433 241 1 "-1"
"5782" 56 "e1" 8 "c" "11" "機會" "-" 479 433 1 "-1"
"5783" 56 "e1" 8 "c" "?" "N" "1" 1744 479 1 "-1"
"5784" 56 "e1" 14 "a" "0" "瞧不起" "-" 261 1744 -1 "1"
"5785" 56 "e1" 14 "a" "1" "屠夫" "-" 342 261 -1 "2"
"5786" 56 "e1" 14 "a" "2" "的" "-" 332 342 -1 "3"
"5787" 56 "e1" 14 "a" "3" "清潔工" "-" 312 332 -1 "4"
"5788" 56 "e1" 14 "a" "4" "衣服" "-" 1801 312 -1 "5"
"5789" 56 "e1" 14 "a" "5" "總是" "-" 413 1801 -1 "-1"
"5790" 56 "e1" 14 "a" "6" "很" "-" 377 413 -1 "-1"
"5791" 56 "e1" 14 "a" "7" "髒" "-" 352 377 -1 "-1"
"5792" 56 "e1" 14 "a" "8" "身上" "-" 453 352 -1 "-1"
"5793" 56 "e1" 14 "a" "9" "也" "-" 519 453 -1 "-1"
"5794" 56 "e1" 14 "a" "10" "有股" "-" 337 519 -1 "-1"
"5795" 56 "e1" 14 "a" "11" "怪" "-" 337 337 -1 "-1"
"5796" 56 "e1" 14 "a" "12" "味道" "-" 524 337 -1 "-1"
"5797" 56 "e1" 14 "a" "?" "Y" "1" 2577 524 -1 "-1"
"5798" 56 "e1" 6 "a" "0" "打擾" "-" 241 2577 -1 "1"
"5799" 56 "e1" 6 "a" "1" "市長" "-" 282 241 -1 "2"
"5800" 56 "e1" 6 "a" "2" "的" "-" 277 282 -1 "3"
"5801" 56 "e1" 6 "a" "3" "議員" "-" 256 277 -1 "4"
"5802" 56 "e1" 6 "a" "4" "整天" "-" 403 256 -1 "5"
"5803" 56 "e1" 6 "a" "5" "講電話" "-" 408 403 -1 "-1"
"5804" 56 "e1" 6 "a" "6" "因為" "-" 3109 408 -1 "-1"
"5805" 56 "e1" 6 "a" "7" "事情" "-" 418 3109 -1 "-1"
"5806" 56 "e1" 6 "a" "8" "多" "-" 1110 418 -1 "-1"
"5807" 56 "e1" 6 "a" "?" "N" "1" 6706 1110 -1 "-1"
"5808" 56 "e1" 2 "a" "0" "信任" "-" 347 6706 -1 "1"
"5809" 56 "e1" 2 "a" "1" "老闆" "-" 357 347 -1 "2"
"5810" 56 "e1" 2 "a" "2" "的" "-" 322 357 -1 "3"
"5811" 56 "e1" 2 "a" "3" "工程師" "-" 307 322 -1 "4"
"5812" 56 "e1" 2 "a" "4" "工作" "-" 670 307 -1 "5"
"5813" 56 "e1" 2 "a" "5" "很" "-" 428 670 -1 "-1"
"5814" 56 "e1" 2 "a" "6" "認真" "-" 332 428 -1 "-1"
"5815" 56 "e1" 2 "a" "7" "效率" "-" 261 332 -1 "-1"
"5816" 56 "e1" 2 "a" "8" "又高" "-" 413 261 -1 "-1"
"5817" 56 "e1" 2 "a" "?" "Y" "1" 1991 413 -1 "-1"
"5832" 56 "e1" 16 "c" "0" "寡婦" "-" 256 1991 1 "1"
"5833" 56 "e1" 16 "c" "1" "嘲笑" "-" 549 256 1 "2"
"5834" 56 "e1" 16 "c" "2" "的" "-" 246 549 1 "3"
"5835" 56 "e1" 16 "c" "3" "老處女" "-" 458 246 1 "4"
"5836" 56 "e1" 16 "c" "4" "很想交" "-" 317 458 1 "5"
"5837" 56 "e1" 16 "c" "5" "男朋友" "-" 524 317 1 "-1"
"5838" 56 "e1" 16 "c" "6" "整天" "-" 440 524 1 "-1"
"5839" 56 "e1" 16 "c" "7" "要人" "-" 458 440 1 "-1"
"5840" 56 "e1" 16 "c" "8" "幫" "-" 435 458 1 "-1"
"5841" 56 "e1" 16 "c" "9" "她" "-" 355 435 1 "-1"
"5842" 56 "e1" 16 "c" "10" "做媒" "-" 504 355 1 "-1"
"5843" 56 "e1" 16 "c" "?" "N" "1" 23180 504 1 "-1"
"5844" 56 "e1" 18 "a" "0" "邀請" "-" 374 23180 -1 "1"
"5845" 56 "e1" 18 "a" "1" "富豪" "-" 358 374 -1 "2"
"5846" 56 "e1" 18 "a" "2" "的" "-" 379 358 -1 "3"
"5847" 56 "e1" 18 "a" "3" "官員" "-" 455 379 -1 "4"
"5848" 56 "e1" 18 "a" "4" "心懷" "-" 576 455 -1 "5"
"5849" 56 "e1" 18 "a" "5" "不軌" "-" 2977 576 -1 "-1"
"5850" 56 "e1" 18 "a" "6" "但是" "-" 359 2977 -1 "-1"
"5851" 56 "e1" 18 "a" "7" "善於" "-" 380 359 -1 "-1"
"5852" 56 "e1" 18 "a" "8" "隱藏" "-" 531 380 -1 "-1"
"5853" 56 "e1" 18 "a" "?" "N" "1" 2691 531 -1 "-1"
"5854" 56 "e1" 20 "c" "0" "司機" "-" 388 2691 1 "1"
"5855" 56 "e1" 20 "c" "1" "抱怨" "-" 330 388 1 "2"
"5856" 56 "e1" 20 "c" "2" "的" "-" 375 330 1 "3"
"5857" 56 "e1" 20 "c" "3" "乘客" "-" 331 375 1 "4"
"5858" 56 "e1" 20 "c" "4" "總是" "-" 321 331 1 "5"
"5859" 56 "e1" 20 "c" "5" "大聲" "-" 305 321 1 "-1"
"5860" 56 "e1" 20 "c" "6" "喧嘩" "-" 482 305 1 "-1"
"5861" 56 "e1" 20 "c" "7" "很" "-" 311 482 1 "-1"
"5862" 56 "e1" 20 "c" "8" "令人" "-" 496 311 1 "-1"
"5863" 56 "e1" 20 "c" "9" "受不了" "-" 1312 496 1 "-1"
"5864" 56 "e1" 20 "c" "?" "N" "1" 4104 1312 1 "-1"
"5865" 56 "e1" 4 "c" "0" "聲樂家" "-" 448 4104 1 "1"
"5866" 56 "e1" 4 "c" "1" "讚美" "-" 413 448 1 "2"
"5867" 56 "e1" 4 "c" "2" "的" "-" 448 413 1 "3"
"5868" 56 "e1" 4 "c" "3" "指揮家" "-" 524 448 1 "4"
"5869" 56 "e1" 4 "c" "4" "很" "-" 1493 524 1 "5"
"5870" 56 "e1" 4 "c" "5" "有" "-" 387 1493 1 "-1"
"5871" 56 "e1" 4 "c" "6" "天份" "-" 378 387 1 "-1"
"5872" 56 "e1" 4 "c" "7" "但是" "-" 428 378 1 "-1"
"5873" 56 "e1" 4 "c" "8" "也" "-" 383 428 1 "-1"
"5874" 56 "e1" 4 "c" "9" "很" "-" 413 383 1 "-1"
"5875" 56 "e1" 4 "c" "10" "驕傲" "-" 484 413 1 "-1"
"5876" 56 "e1" 4 "c" "?" "Y" "1" 3516 484 1 "-1"
"5877" 57 "e1" 19 "c" "0" "居民" "-" 332 3516 1 "1"
"5878" 57 "e1" 19 "c" "1" "協助" "-" 312 332 1 "2"
"5879" 57 "e1" 19 "c" "2" "的" "-" 292 312 1 "3"
"5880" 57 "e1" 19 "c" "3" "軍官" "-" 287 292 1 "4"
"5881" 57 "e1" 19 "c" "4" "收傷" "-" 297 287 1 "5"
"5882" 57 "e1" 19 "c" "5" "了" "-" 317 297 1 "-1"
"5883" 57 "e1" 19 "c" "6" "被" "-" 347 317 1 "-1"
"5884" 57 "e1" 19 "c" "7" "送往" "-" 322 347 1 "-1"
"5885" 57 "e1" 19 "c" "8" "醫院" "-" 3659 322 1 "-1"
"5886" 57 "e1" 19 "c" "?" "N" "1" 4344 3659 1 "-1"
"5887" 57 "e1" 17 "a" "0" "威脅" "-" 367 4344 -1 "1"
"5888" 57 "e1" 17 "a" "1" "流氓" "-" 352 367 -1 "2"
"5889" 57 "e1" 17 "a" "2" "的" "-" 327 352 -1 "3"
"5890" 57 "e1" 17 "a" "3" "逃犯" "-" 312 327 -1 "4"
"5891" 57 "e1" 17 "a" "4" "害怕" "-" 352 312 -1 "5"
"5892" 57 "e1" 17 "a" "5" "被" "-" 302 352 -1 "-1"
"5893" 57 "e1" 17 "a" "6" "警察" "-" 317 302 -1 "-1"
"5894" 57 "e1" 17 "a" "7" "抓" "-" 367 317 -1 "-1"
"5895" 57 "e1" 17 "a" "8" "整天" "-" 357 367 -1 "-1"
"5896" 57 "e1" 17 "a" "9" "提心" "-" 484 357 -1 "-1"
